0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6820,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7540,0,0
7000,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7224,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11534,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
15051,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
15051,0,0
14110,0,0
13694,0,0
13612,0,0
13120,0,0
13120,0,0
13120,0,0
12480,0,0
12480,0,0
11242,0,0
11016,0,0
10721,0,0
10430,0,0
10430,0,0
10430,0,0
10800,0,0
9570,0,0
9372,0,0
9504,0,0
9438,0,0
9438,0,0
8960,0,0
8694,0,0
8680,0,0
8820,0,0
9438,0,0
8418,0,0
8618,0,0
8680,0,0
9152,0,0
9088,0,0
8618,0,0
8296,0,0
7482,0,0
7598,0,0
0,0,0
8680,0,0
0,0,0
0,0,0
8296,0,0
7540,0,0
7540,0,0
8494,0,0
8100,0,0
8235,0,0
8432,0,0
8296,0,0
8296,0,0
8556,0,0
8100,0,0
