"3528,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"16269,0,0,0",,,,,
"16269,0,0,0",,,,,
"3042,0,0,0",,,,,
"15521,0,0,0",,,,,
"15521,0,0,0",,,,,
"16235,0,0,0",,,,,
"15876,0,0,0",,,,,
"3042,0,0,0",,,,,
"16320,0,0,0",,,,,
"15252,0,0,0",,,,,
"15252,0,0,0",,,,,
"15252,0,0,0",,,,,
"14400,0,0,0",,,,,
"13983,0,0,0",,,,,
"13983,0,0,0",,,,,
"13728,0,0,0",,,,,
"12996,0,0,0",,,,,
"13321,0,0,0",,,,,
"12432,0,0,0",,,,,
"12675,0,0,0",,,,,
"12210,0,0,0",,,,,
"12284,0,0,0",,,,,
"12210,0,0,0",,,,,
"11060,0,0,0",,,,,
"11130,0,0,0",,,,,
"10626,0,0,0",,,,,
"10117,1,1,0",,,,,
"11592,1,2,0",,,,,
"10117,1,3,0",,,,,
"8946,1,4,0",,,,,
"9216,1,5,0",,,,,
"9702,1,6,0",,,,,
"9702,1,7,0",,,,,
"8680,1,8,0",,,,,
"8946,1,9,0",,,,,
"8618,1,10,0",,,,,
"8418,0,0,0",,,,,
"7239,0,0,0",,,,,
"6820,0,0,0",,,,,
"6944,0,0,0",,,,,
"6588,0,0,0",,,,,
"7920,0,0,0",,,,,
"8694,0,0,0",,,,,
"7482,0,0,0",,,,,
"6480,0,0,0",,,,,
"6480,0,0,0",,,,,
"7991,0,0,0",,,,,
"8970,0,0,0",,,,,
"8122,0,0,0",,,,,
"7192,0,0,0",,,,,
"5989,0,0,0",,,,,
"6545,0,0,0",,,,,
"6156,0,0,0",,,,,
"6042,0,0,0",,,,,
"6102,0,0,0",,,,,
"6435,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6435,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"3042,0,0,0",,,,,
"5460,0,0,0",,,,,
"5200,0,0,0",,,,,
"5460,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"3042,0,0,0",,,,,
"5200,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"6102,0,0,0",,,,,
"5883,0,0,0",,,,,
"5883,0,0,0",,,,,
"5832,0,0,0",,,,,
"5886,0,0,0",,,,,
