"7812,0,0,0",,,,
"8320,0,0,0",,,,
"5130,0,0,0",,,,
"8127,0,0,0",,,,
"7998,0,0,0",,,,
"8190,0,0,0",,,,
"8442,0,0,0",,,,
"8832,0,0,0",,,,
"5130,0,0,0",,,,
"9372,0,0,0",,,,
"9438,0,0,0",,,,
